ori,x,y,target,id
-0.16189869,0.5257162370994052,-0.850660001440083,2,1
0.17396796,0.4597586589170553,0.8880439040671304,3,2
0.7673545,0.10882551019270206,-0.9940608675183317,2,3
0.43979743,-0.9293071924072902,0.36930765242556207,6,4
0.019343857,0.9926229762077716,0.12124201872463904,3,5
0.5057711,-0.9993426458148622,-0.03625294823529333,4,6
0.75783527,0.04921056318554812,-0.9987884262800412,2,7
1.1032121,0.7969901602077298,0.6039922884706866,1,8
0.379787,-0.728051824362603,0.6855220937667038,5,9
-0.14461891,0.6147972711663686,-0.78868518140408,2,10
0.036519814,0.9737891879192986,0.22745245105620004,1,11
0.04378204,0.9624005715764157,0.27163420224520396,0,12
0.38613212,-0.754796179714411,0.6559593943900267,7,13
-0.09716065,0.8193738741047081,-0.5732595000823292,0,14
0.08396479,0.8640348212415796,0.5034320487235906,1,15
0.7215322,-0.17791604486505724,-0.9840456701696192,6,16
0.30881932,-0.36121702569187986,0.9324817748086618,5,17
0.7614771,0.07205034167050037,-0.9974009967235666,0,18
0.69639003,-0.33050760941283247,-0.9438033270338766,6,19
0.4939125,-0.9992685975306979,0.03823963897622817,4,20
0.6361605,-0.6558248299662913,-0.7549131025486874,6,21
0.18770237,0.38150836892640194,0.924365384704077,3,22
0.2893128,-0.2445054879170106,0.9696479084587687,5,23
1.1050327,0.7900291354409839,0.6130692988189602,3,24
0.432051,-0.9102387152344075,0.4140839060968384,7,25
-0.08852545,0.8492559774724501,-0.5279813299041107,4,26
1.2429312,0.0443996858030097,0.9990138477021197,5,27
0.34531057,-0.5636962397659403,0.8259821724914767,7,28
0.29557166,-0.28243849577488045,0.9592854090959702,5,29
0.1407367,0.6338506090031772,0.7734554967587348,7,30
0.4264702,-0.8951621768346942,0.4457405940281539,5,31
0.066776596,0.9132643041339467,0.40736753772820206,3,32
0.914747,0.8599317433860274,-0.5104090484278933,3,33
-0.08465949,0.8618291534322183,-0.5071986891685603,4,34
-0.06340784,0.9216816433811349,-0.38794709465885996,4,35
0.120815404,0.7254519128803678,0.6882728543958531,3,36
0.3254142,-0.4563078590564199,0.8898219697014378,5,37
0.49015966,-0.9980892162334044,0.0617892906464251,7,38
0.10480654,0.7908994353536201,0.6119461440006996,1,39
0.5909975,-0.8409530239388671,-0.5411081329346984,6,40
0.14586994,0.6085789339170857,0.7934933403579033,3,41
0.62294936,-0.7161585815041357,-0.6979375947303486,6,42
0.5875205,-0.852572921858368,-0.5226082786503531,6,43
0.41154355,-0.8494847979926521,0.5276130949657932,7,44
0.32778198,-0.4694948491444086,0.8829352108885844,7,45
-0.10395852,0.7941488247016698,-0.6077233286825153,2,46
0.09609797,0.8231832567557865,0.5677757707026048,1,47
0.9067243,0.8331214909441644,-0.5530900300375813,0,48
0.06592312,0.9154356976352872,0.4024642636247287,1,49
0.0836722,0.8649588507198934,0.5018427906838168,6,50
-0.07287126,0.8969988883725103,-0.4420327977180889,0,51
0.4585448,-0.9662688473777202,0.25753546277616207,7,52
0.9819991,0.9936106717877186,-0.11286200826477723,3,53
0.5997662,-0.8098796018949523,-0.586596139123395,6,54
0.44549203,-0.9419234829485632,0.3358275632970703,6,55
0.709632,-0.25092891507037174,-0.9680055162970954,0,56
0.82331306,0.44452106431343635,-0.8957683982936938,0,57
1.1455582,0.610131810184064,0.7922999269225748,3,58
0.8914978,0.7764777658950917,-0.6301446493231274,0,59
0.7879479,0.23618087500087284,-0.9717091099108941,4,60
0.76786196,0.11199456721611091,-0.9937088189777104,2,61
0.72040266,-0.184895555613385,-0.9827581765187292,0,62
0.1139445,0.7544802945215046,0.6563226989665555,1,63
0.8825727,0.7399384859940783,-0.6726745401342251,0,64
0.017753582,0.993784853601131,0.11131785460104134,3,65
-0.1028659,0.798302180638869,-0.6022571115289769,0,66
0.7713776,0.13391603818100684,-0.9909926814653593,2,67
0.37356544,-0.700704540478631,0.7134515729554674,7,68
0.7873816,0.23272186031016662,-0.9725433336020433,2,69
1.2278057,0.1389991561296567,0.9902924995147865,5,70
0.68779856,-0.3809496491605052,-0.9245957845483008,2,71
0.047657453,0.955501652029733,0.2949857504498329,0,72
0.35411987,-0.6085281167987445,0.7935323125527867,5,73
0.8419216,0.5459818575722458,-0.8377969988021918,2,74
-0.078657456,0.880339265532812,-0.47434457682274495,0,75
0.20119055,0.3018941107851035,0.9533414634186806,0,76
0.20108569,0.30252215565896584,0.9531423531327586,7,77
-0.082113855,0.8698310499432887,-0.49334971830797264,3,78
0.013005481,0.9966631175621267,0.08162493547527341,1,79
0.20469083,0.28085602499479917,0.95974991181251,7,80
0.9761422,0.9887855979506819,-0.14934202785991763,3,81
1.1044006,0.7924575645369073,0.6099270517104758,1,82
0.3623656,-0.6488057008205271,0.7609541133227316,5,83
0.22014953,0.18645833678449975,0.982462868837066,5,84
0.7631634,0.08261374132037813,-0.9965816422878006,0,85
0.1014621,0.803583144891463,0.5951925144407866,1,86
0.69003475,-0.3679215526771828,-0.9298568336446267,2,87
0.1869829,0.38568312484372247,0.922631306216509,3,88
0.8808581,0.7326489189627545,-0.6806067598420598,0,89
0.15025492,0.5864886879514878,0.8099574179578469,3,90
0.40778646,-0.8367941785223241,0.547517582175357,7,91
0.8158362,0.4019642185616658,-0.9156553756714965,2,92
1.0702814,0.9040728597351185,0.42737836198193835,3,93
0.65073663,-0.5840345297793291,-0.8117288143372995,4,94
0.36821756,-0.676340324207081,0.7365892789414332,7,95
0.038656533,0.9706478827259912,0.24050506805377384,3,96
0.25515893,-0.03240884353603027,0.9994746954578976,3,97
0.09566918,0.8247099443013081,0.5655559280659459,1,98
1.2780973,-0.1756247698114363,0.9844571804952615,5,99
0.670074,-0.4813462550549242,-0.8765305372573164,4,100
-0.12575194,0.7037581096455154,-0.7104396688728541,0,101
1.0202333,0.9919299347071606,0.12678724159728388,2,102
0.5117088,-0.9972950556526924,-0.07350219024419014,6,103
0.1142157,0.7533608212341597,0.6576073851694432,1,104
-0.14858937,0.5949325774985633,-0.8037756081338348,2,105
0.9378626,0.924748935529777,-0.3805777269317588,1,106
0.58358395,-0.8652369917989879,-0.5013630900082674,6,107
0.9061473,0.8311109433026469,-0.5561066443791014,0,108
1.0778191,0.8828256453150755,0.46970084093390824,3,109
0.8378285,0.5242574130229584,-0.8515598422251224,2,110
0.85481066,0.6119665814167893,-0.7908836217984592,0,111
0.65576476,-0.558102682796648,-0.8297718936281128,6,112
0.085411355,0.8594234753365072,0.5112644032597223,1,113
1.2860911,-0.22482847576549236,0.9743983561587968,5,114
0.46435723,-0.9750277986883384,0.2220828489212372,7,115
0.9826088,0.9940357354204493,-0.10905483348814275,3,116
0.25393796,-0.024740405766873662,0.9996939093154916,5,117
0.32011086,-0.4264094347721402,0.9045302614823364,5,118
-0.09451652,0.8287842379877565,-0.5595683040193162,0,119
0.35116294,-0.5936809705452255,0.804700506531765,7,120
0.96030766,0.9690620862216756,-0.24681708418927134,2,121
0.02828946,0.9842443869053134,0.1768134238268798,0,122
0.52220154,-0.9902861476295103,-0.13904440230769405,4,123
0.054584667,0.9417615393179556,0.3362814343098274,3,124
0.5630097,-0.9226492881232025,-0.3856401057018677,4,125
0.99991614,0.999999861171659,-0.0005269313644235688,3,126
0.7930321,0.2670964165175522,-0.9636698108187691,2,127
1.1656417,0.5055670318205037,0.8627873297262807,1,128
0.59428996,-0.8295799703134638,-0.5583879232708321,6,129
1.115386,0.7485049407112258,0.6631292134500518,3,130
0.37263682,-0.6965299095575396,0.7175277591088485,7,131
1.1418066,0.6286368480222194,0.7776989863106991,1,132
0.43093246,-0.9073060784451866,0.4204707837845775,5,133
0.09382011,0.831224795230445,0.5559364530178829,1,134
0.594019,-0.8305294280077795,-0.5569747473746638,6,135
0.4170024,-0.8670782438716375,0.49817197733762303,5,136
1.0707039,0.9029351974915671,0.4297767200894724,1,137
0.7612808,0.07081986720549158,-0.9974891209476906,2,138
0.5528317,-0.9454081985479644,-0.3258885363407138,6,139
0.55731803,-0.9358475612501015,-0.3524050824012582,4,140
0.8995975,0.8075280053131888,-0.5898292300614666,0,141
0.7590636,0.05691751115759118,-0.998378884454006,0,142
-0.023711761,0.9889221902168964,-0.1484348399016098,2,143
0.2291933,0.13036027980535023,0.9914666900350565,5,144
0.9037774,0.8227384623164729,-0.5684201110315554,0,145
1.0924118,0.8361116386749863,0.5485593201033314,1,146
0.23965423,0.06495863158665192,0.9978879577299196,5,147
0.13835368,0.6453600584313385,0.7638785210892497,3,148
0.61076695,-0.7674326439364973,-0.6411295789625038,4,149
0.2468875,0.01955513597098796,0.9998087800460427,5,150
0.30916262,-0.3632275220706232,0.9317004707578691,4,151
1.0070826,0.9990099862365927,0.04448648558341062,3,152
0.17404816,0.4593111159476629,0.8882754633371973,1,153
0.7615466,0.07248587506191674,-0.9973694390327529,2,154
0.24671252,0.020654372700110883,0.9997866756905519,1,155
1.2442698,0.03599582983803363,0.9993519401263358,1,156
0.6195956,-0.7307057065426343,-0.6826925885243149,6,157
0.77410597,0.15088380464154486,-0.9885515047264316,2,158
0.5113363,-0.9974643411810631,-0.07116802703621707,4,159
0.23047532,0.12236969621051798,0.9924845880160283,1,160
0.76492,0.09360785404018157,-0.9956091450273004,6,161
0.19180124,0.3575784622278179,0.9338830994031261,5,162
0.38357383,-0.7441550904926787,0.6680068871604792,7,163
0.74556196,-0.027881430664300804,-0.9996112373438545,4,164
0.31283876,-0.3846490514619544,0.9230628945036295,7,165
0.824231,0.449680239184921,-0.8931896117211575,4,166
-0.119400896,0.7315402840739967,-0.6817982199866293,0,167
0.124252334,0.7104207580171655,0.7037771995300188,1,168
0.6172896,-0.7405201473324773,-0.6720341593957007,6,169
0.9823295,0.9938428201140596,-0.11079913766692008,3,170
0.5927702,-0.834874006936157,-0.5504410890752667,4,171
0.61314994,-0.7577474817916621,-0.6525478939038841,6,172
0.39886713,-0.8048126615356994,0.5935289208048954,5,173
0.63607347,-0.6562375034936685,-0.7545543976469804,6,174
0.871566,0.6916865059333545,-0.7221978797460621,0,175
1.0434526,0.9629607399624495,0.26964163864464963,3,176
0.14198475,0.6277659698058713,0.7784021371718438,1,177
-0.060099345,0.9295465209962108,-0.36870484849516283,1,178
-0.1221164,0.719801512272332,-0.6941799355573913,2,179
-0.0838194,0.8644943540206637,-0.5026425289073692,0,180
0.4845198,-0.995273497074348,0.09711161630514598,4,181
0.35873574,-0.6312833107755821,0.7755523074146706,5,182
0.5449817,-0.9603257267137785,-0.27888079641964103,6,183
0.103002936,0.7977833182347205,0.6029442570805353,1,184
0.21133769,0.2405403287971188,0.9706391452142109,5,185
0.54543126,-0.9595341892977499,-0.28159215111346736,4,186
0.55424255,-0.9424822257138208,-0.33425627026807214,6,187
-0.19973308,0.31061159244499176,-0.9505369212391418,2,188
1.2079738,0.2610001937636347,0.9653387482409194,7,189
0.50323755,-0.9997931066538129,-0.02034069535481499,4,190
0.76335335,0.08380315609839575,-0.9964823285076098,4,191
0.98659027,0.9964525758826227,-0.08415618822692772,3,192
-0.14951554,0.5902451372520698,-0.8072240568456104,2,193
0.6228486,-0.7166004357299401,-0.697483917744101,4,194
0.48917913,-0.9976896038802703,0.0679371349795489,6,195
0.4289046,-0.9018751566860534,0.43199676127548275,4,196
0.82544446,0.4564769724387939,-0.8897352267012432,4,197
0.78014964,0.18830478535506529,-0.9821106392929377,2,198
1.1030457,0.797621273011486,0.6031586067026952,1,199
0.38720554,-0.7592030952786654,0.6508537931972846,7,200
0.2522363,-0.014050666836750434,0.9999012845083471,1,201
0.7407789,-0.057905326695016385,-0.9983220788604965,6,202
0.87469035,0.7057297222716417,-0.7084811635480449,0,203
0.1749572,0.45423008813746707,0.8908844072216265,1,204
0.6404239,-0.6353695431895638,-0.7722082255370536,4,205
1.0605149,0.9285805984074988,0.37113080209162297,3,206
0.9033549,0.8212264772320688,-0.5706023773986633,0,207
0.37039438,-0.6863513544061377,0.727270113716259,7,208
0.768317,0.11483510588667172,-0.993384567252782,0,209
0.28561085,-0.22188730408069948,0.9750723174656325,5,210
0.062853046,0.9230283719013337,0.38473188672785275,4,211
0.61867005,-0.7346634216340363,-0.6784317629010085,4,212
0.6408131,-0.6334791860478097,-0.7737597306943574,6,213
0.20718583,0.2657765315637092,0.9640346649731869,1,214
0.59195423,-0.8376851339220895,-0.5461534733075776,6,215
0.7084098,-0.25835501570892255,-0.9660500431437505,4,216
0.51137453,-0.9974472279143595,-0.07140747528067233,6,217
-0.37976936,-0.7279758269680989,-0.6856027970699307,6,218
-0.33485714,-0.5082685735103237,-0.8611986165698251,6,219
-0.11937591,0.7316473256072433,-0.6816833509275171,0,220
0.35506392,-0.6132243236600912,0.789908810478541,5,221
0.7419023,-0.0508574521518935,-0.9987059224619718,0,222
0.16970307,0.4833877505780018,0.8754063528391484,1,223
1.2096983,0.25052540310382926,0.9681100259782789,5,224
-0.025864346,0.9868242078686282,-0.1617961148002462,2,225
0.5462472,-0.9580779684222547,-0.28650760273313025,4,226
0.5800607,-0.8761228186707308,-0.4820879656291513,6,227
0.5813308,-0.8722479038317431,-0.4890639981241006,4,228
0.4303706,-0.9058160436642986,0.42367121101197985,5,229
0.87323195,0.699208060573726,-0.7149182387019712,0,230
0.5562275,-0.9382402463736201,-0.3459844506401533,7,231
0.12995934,0.68473329407543,0.7287937403577301,1,232
1.0752754,0.8902195498469985,0.4555317256462027,3,233
0.636041,-0.6563914991525762,-0.7544204397020494,6,234
0.5958004,-0.8242433760697242,-0.5662356903314937,6,235
0.32775232,-0.4693303349389141,0.8830226705504942,5,236
0.54368657,-0.96256334270574,-0.2710568414173534,4,237
-0.22023225,0.18594770393187782,-0.9825596426693205,2,238
0.32585454,-0.458767953866655,0.888556112187071,7,239
1.0126427,0.9968465652304395,0.07935316873493523,1,240
1.2038553,0.2858907542867319,0.958262217043625,7,241
1.0375338,0.972320379909185,0.2336516184691607,3,242
0.37995136,-0.7287593768242648,0.684769866955833,5,243
0.32867968,-0.47446750656505343,0.8802730174292184,3,244
0.837992,0.5251319204927613,-0.8510208376294814,0,245
0.3069828,-0.35043301891615114,0.9365877958063048,5,246
0.5471979,-0.9563494650727985,-0.2922254278035573,4,247
0.6953,-0.3369639014729368,-0.9415175670714471,6,248
0.39938468,-0.8067384666675546,0.5909086616380598,7,249
0.34597284,-0.567128383339496,0.823629405018258,5,250
0.9803729,0.9924056380376303,-0.1230083313890731,3,251
0.9782844,0.9907060827960986,-0.13602006289812427,3,252
0.39786023,-0.8010415914953785,0.598608694135452,6,253
0.1244169,0.7096926629509368,0.7045114081074968,1,254
0.043759897,0.962438354554697,0.2715003014400674,3,255
0.4834317,-0.994586307827817,0.1039137925466631,4,256
0.52095157,-0.9913476202646813,-0.13126269765456317,4,257
0.34068036,-0.5394312489235136,0.8420296477469296,5,258
0.13304688,0.6704670614584207,0.7419392963708757,1,259
0.2717485,-0.1362250520659045,0.9906779169788946,5,260
-0.18444863,0.40032493554341214,-0.916373256911267,2,261
0.99097335,0.9983920734654141,-0.05668569168168459,3,262
0.6794449,-0.42893249612265255,-0.9033365451314315,2,263
1.1291301,0.6885211018909113,0.725216307215251,7,264
0.5962287,-0.8227165353397331,-0.5684518471063189,0,265
0.41418073,-0.8581102666693178,0.5134654518433663,7,266
0.7137693,-0.22568302955071873,-0.9742007853480767,4,267
0.18401583,0.40281542775660634,0.9152812306396665,1,268
0.5014804,-0.9999567401417022,-0.009301496932230726,6,269
0.2743146,-0.15217962792628398,0.9883528523984831,5,270
0.64769065,-0.5994618419777187,-0.800403335833054,4,271
-0.27373528,-0.14858100250182163,-0.988900240517492,6,272
0.67014605,-0.48094933111069216,-0.876748390876298,7,273
0.7322462,-0.11131908744525927,-0.9937847155044973,2,274
0.8524175,0.6000057618148356,-0.7999956786064528,2,275
0.6613188,-0.5288122669070292,-0.8487388210566599,4,276
-0.056232937,0.9382284384321926,-0.34601646971941874,0,277
0.841642,0.5445091635585042,-0.8387548931605813,2,278
0.9870432,0.9966880387350765,-0.08132006789487276,0,279
0.532372,-0.9793855878863339,-0.2019996788129628,6,280
-0.2572311,-0.04541862657688256,-0.9989680417109797,2,281
0.84652823,0.56999910804744,-0.8216453108398555,0,282
0.19608864,0.3322942911732648,0.943175754593839,1,283
1.0082189,0.9986669115163843,0.05161782485078374,7,284
0.7149358,-0.21853701467968917,-0.9758286597630187,3,285
0.8140384,0.3915956599430326,-0.920137402301298,2,286
0.29752815,-0.2942093595083172,0.9557409967024046,7,287
0.37603387,-0.711685203523484,0.7024985203441622,5,288
0.43169537,-0.9093111746984162,0.4161167955857905,6,289
0.036295515,0.9741087733076618,0.22607984820643,7,290
0.69560546,-0.33515618156329874,-0.9421625836127803,6,291
0.89547354,0.7919751181611863,-0.6105533655738661,2,292
1.2521083,-0.013246675165427924,0.9999122589492848,5,293
0.5899086,-0.8446355030404289,-0.5353418225803415,6,294
0.22100542,0.18117224241573004,0.9834513808918344,4,295
0.5896275,-0.845579692603269,-0.5338492141578566,6,296
1.0298042,0.9825169979639757,0.18617290004685677,7,297
0.97725254,0.9898033853114929,-0.14244036796466195,3,298
0.6109194,-0.7668180968071922,-0.6418644766685533,4,299
0.6453676,-0.6110802889719789,-0.7915686201650005,6,300
0.23884241,0.07004777711946247,0.9975436376021963,5,301
1.0354637,0.9752770704350067,0.22098560107778756,1,302
0.2662502,-0.101925662878517,0.9947920180855769,5,303
0.13764536,0.6487532624700338,0.7609988202582757,1,304
